"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES";"QT_SECOES_AGREGADAS";"QT_APTOS_TOT";"QT_SECOES_TOT";"QT_COMPARECIMENTO";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_BRANCOS";"QT_VOTOS_NULOS";"QT_VOTOS_LEGENDA";"QT_VOTOS_PENDENTES";"QT_VOTOS_ANULADOS";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74063";"OURO VERDE DO OESTE";"74063";"OURO VERDE DO OESTE";"148";"13";"Vereador";"4454";"14";"0";"4454";"14";"4152";"302";"N";"3822";"62";"92";"176";"0";"0";"17:33:43";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76597";"LARANJEIRAS DO SUL";"76597";"LARANJEIRAS DO SUL";"45";"13";"Vereador";"24094";"82";"5";"24094";"82";"19712";"4382";"N";"17978";"356";"483";"895";"0";"0";"19:22:29";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74675";"CALIFÓRNIA";"74675";"CALIFÓRNIA";"76";"13";"Vereador";"7011";"24";"4";"7011";"24";"6072";"939";"N";"5583";"125";"104";"260";"0";"0";"17:18:47";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74187";"BRASILÂNDIA DO SUL";"74187";"BRASILÂNDIA DO SUL";"128";"11";"Prefeito";"3058";"12";"1";"3058";"12";"2677";"381";"N";"1952";"377";"348";"0";"0";"0";"17:17:30";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79111";"TAPEJARA";"79111";"TAPEJARA";"86";"13";"Vereador";"11942";"31";"1";"11942";"31";"10024";"1918";"N";"9083";"183";"183";"575";"0";"0";"18:18:47";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76910";"MARINGÁ";"76910";"MARINGÁ";"154";"13";"Vereador";"43772";"136";"4";"43772";"136";"35735";"8037";"N";"29624";"2213";"1889";"2009";"0";"0";"18:25:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75540";"PORTO BARREIRO";"75540";"PORTO BARREIRO";"45";"13";"Vereador";"3079";"13";"3";"3079";"13";"2795";"284";"N";"2656";"13";"20";"106";"0";"0";"18:07:44";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78832";"SÃO JOSÉ DA BOA VISTA";"78832";"SÃO JOSÉ DA BOA VISTA";"20";"13";"Vereador";"4935";"19";"0";"4935";"19";"4114";"821";"N";"3668";"79";"145";"222";"0";"0";"18:01:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74055";"AGUDOS DO SUL";"74055";"AGUDOS DO SUL";"144";"11";"Prefeito";"6692";"26";"0";"6692";"26";"6362";"330";"N";"5996";"124";"242";"0";"0";"0";"18:55:30";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"3";"13";"Vereador";"168896";"490";"0";"168896";"490";"141067";"27829";"N";"106886";"12017";"13844";"8320";"0";"0";"18:08:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78697";"SÃO JERÔNIMO DA SERRA";"78697";"SÃO JERÔNIMO DA SERRA";"63";"11";"Prefeito";"9166";"30";"1";"9166";"30";"7283";"1883";"N";"6841";"126";"316";"0";"0";"0";"17:39:53";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77356";"PALMEIRA";"77356";"PALMEIRA";"13";"13";"Vereador";"26308";"83";"2";"26308";"83";"22038";"4270";"N";"18605";"1110";"1118";"1205";"0";"0";"18:31:23";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74314";"ARARUNA";"74314";"ARARUNA";"74";"13";"Vereador";"10808";"33";"0";"10808";"33";"8983";"1825";"N";"7895";"380";"311";"397";"0";"0";"17:25:29";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79359";"UMUARAMA";"79359";"UMUARAMA";"202";"13";"Vereador";"34512";"109";"1";"34512";"109";"26289";"8223";"N";"22493";"1250";"1144";"1402";"0";"0";"16:40:19";"12/12/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78190";"RIO BOM";"78190";"RIO BOM";"76";"11";"Prefeito";"3035";"14";"2";"3035";"14";"2747";"288";"N";"2610";"25";"112";"0";"0";"0";"17:25:01";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76198";"ITAÚNA DO SUL";"76198";"ITAÚNA DO SUL";"96";"13";"Vereador";"3271";"12";"0";"3271";"12";"2625";"646";"N";"2361";"29";"56";"179";"0";"0";"17:11:31";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"84530";"TURVO";"84530";"TURVO";"44";"13";"Vereador";"10843";"44";"0";"10843";"44";"10160";"683";"N";"9298";"162";"134";"566";"0";"0";"20:42:25";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79014";"SENGÉS";"79014";"SENGÉS";"54";"13";"Vereador";"14244";"47";"0";"14244";"47";"11424";"2820";"N";"9239";"352";"1079";"754";"0";"0";"18:37:53";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74586";"NOVA LARANJEIRAS";"74586";"NOVA LARANJEIRAS";"45";"13";"Vereador";"7961";"34";"3";"7961";"34";"6631";"1330";"N";"6141";"69";"125";"296";"0";"0";"19:07:19";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75132";"COLOMBO";"75132";"COLOMBO";"186";"11";"Prefeito";"81725";"286";"1";"81725";"286";"73655";"8070";"N";"59990";"5832";"7833";"0";"0";"0";"18:29:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76678";"LONDRINA";"76678";"LONDRINA";"42";"11";"Prefeito";"40559";"131";"0";"40559";"131";"33627";"6932";"N";"30278";"987";"2362";"0";"0";"0";"18:46:24";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76910";"MARINGÁ";"76910";"MARINGÁ";"192";"13";"Vereador";"65165";"215";"1";"65165";"215";"52967";"12198";"N";"43647";"3285";"3141";"2894";"0";"0";"18:25:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78557";"SANTANA DO ITARARÉ";"78557";"SANTANA DO ITARARÉ";"20";"11";"Prefeito";"4728";"17";"0";"4728";"17";"4083";"645";"N";"3897";"58";"128";"0";"0";"0";"17:47:05";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74543";"MAUÁ DA SERRA";"74543";"MAUÁ DA SERRA";"76";"13";"Vereador";"7142";"22";"1";"7142";"22";"6124";"1018";"N";"5602";"81";"103";"338";"0";"0";"17:26:03";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74756";"CAMPINA DA LAGOA";"74756";"CAMPINA DA LAGOA";"169";"11";"Prefeito";"11484";"40";"0";"11484";"40";"10526";"958";"N";"9941";"172";"413";"0";"0";"0";"19:07:19";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75361";"FOZ DO JORDÃO";"75361";"FOZ DO JORDÃO";"44";"11";"Prefeito";"3879";"15";"0";"3879";"15";"3619";"260";"N";"3523";"22";"74";"0";"0";"0";"18:00:43";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74900";"VENTANIA";"74900";"VENTANIA";"17";"11";"Prefeito";"7556";"22";"1";"7556";"22";"6529";"1027";"N";"6325";"59";"145";"0";"0";"0";"17:33:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77470";"PARANAPOEMA";"77470";"PARANAPOEMA";"91";"11";"Prefeito";"2203";"7";"0";"2203";"7";"1997";"206";"N";"1952";"8";"37";"0";"0";"0";"17:17:12";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"2";"221";"ELEIÇÕES MUNICIPAIS 2016";"30/10/2016";"M";"PR";"76910";"MARINGÁ";"76910";"MARINGÁ";"66";"11";"Prefeito";"32420";"133";"4";"32420";"133";"25767";"6653";"N";"24655";"363";"749";"0";"0";"0";"17:51:12";"30/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75124";"BELA VISTA DA CAROBA";"75124";"BELA VISTA DA CAROBA";"107";"11";"Prefeito";"3368";"14";"6";"3368";"14";"3054";"314";"N";"2923";"56";"75";"0";"0";"0";"17:39:37";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76430";"JARDIM ALEGRE";"76430";"JARDIM ALEGRE";"152";"11";"Prefeito";"9434";"35";"8";"9434";"35";"7589";"1845";"N";"7160";"133";"296";"0";"0";"0";"17:54:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77070";"MOREIRA SALES";"77070";"MOREIRA SALES";"92";"11";"Prefeito";"9759";"35";"1";"9759";"35";"8338";"1421";"N";"3886";"117";"4335";"0";"0";"0";"18:18:01";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"177";"13";"Vereador";"127445";"398";"0";"127445";"398";"104626";"22819";"N";"82012";"7609";"9432";"5573";"0";"0";"18:08:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75574";"FLORESTÓPOLIS";"75574";"FLORESTÓPOLIS";"65";"11";"Prefeito";"8549";"34";"0";"8549";"34";"8191";"358";"N";"7887";"76";"228";"0";"0";"0";"18:07:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75434";"DOUTOR CAMARGO";"75434";"DOUTOR CAMARGO";"193";"11";"Prefeito";"5016";"17";"0";"5016";"17";"4451";"565";"N";"4236";"52";"163";"0";"0";"0";"17:29:11";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74330";"MARILÂNDIA DO SUL";"74330";"MARILÂNDIA DO SUL";"76";"13";"Vereador";"7223";"31";"11";"7223";"31";"6168";"1055";"N";"5606";"127";"149";"286";"0";"0";"17:33:35";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76759";"MANDAGUAÇU";"76759";"MANDAGUAÇU";"102";"11";"Prefeito";"16464";"45";"1";"16464";"45";"13710";"2754";"N";"12773";"303";"634";"0";"0";"0";"17:38:39";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75671";"GENERAL CARNEIRO";"75671";"GENERAL CARNEIRO";"153";"11";"Prefeito";"9853";"38";"5";"9853";"38";"8157";"1696";"N";"7766";"121";"270";"0";"0";"0";"18:31:23";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77453";"PARANAGUÁ";"77453";"PARANAGUÁ";"158";"13";"Vereador";"46344";"151";"0";"46344";"151";"42389";"3955";"N";"35483";"1789";"3082";"2035";"0";"0";"18:07:25";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77771";"PONTA GROSSA";"77771";"PONTA GROSSA";"15";"13";"Vereador";"39304";"127";"3";"39304";"127";"35583";"3721";"N";"29612";"2015";"2224";"1732";"0";"0";"16:47:21";"16/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76910";"MARINGÁ";"76910";"MARINGÁ";"192";"11";"Prefeito";"65165";"215";"1";"65165";"215";"52967";"12198";"N";"47999";"1767";"3201";"0";"0";"0";"16:50:04";"08/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77755";"PLANALTO";"77755";"PLANALTO";"107";"13";"Vereador";"10812";"40";"13";"10812";"40";"9201";"1611";"N";"8501";"128";"136";"436";"0";"0";"17:54:29";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75795";"GUARACI";"75795";"GUARACI";"64";"11";"Prefeito";"4370";"14";"0";"4370";"14";"3971";"399";"N";"3826";"33";"112";"0";"0";"0";"17:27:37";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75639";"FOZ DO IGUAÇU";"75639";"FOZ DO IGUAÇU";"205";"11";"Prefeito";"35027";"113";"21";"35027";"113";"31582";"3445";"N";"16221";"968";"14393";"0";"0";"0";"18:01:08";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74632";"BORRAZÓPOLIS";"74632";"BORRAZÓPOLIS";"110";"11";"Prefeito";"6810";"26";"0";"6810";"26";"5679";"1131";"N";"5324";"110";"245";"0";"0";"0";"17:32:59";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"2";"221";"ELEIÇÕES MUNICIPAIS 2016";"30/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"174";"11";"Prefeito";"116971";"374";"0";"116971";"374";"93062";"23909";"N";"78145";"4231";"10686";"0";"0";"0";"18:16:14";"30/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75078";"CIDADE GAÚCHA";"75078";"CIDADE GAÚCHA";"127";"11";"Prefeito";"9457";"26";"1";"9457";"26";"7562";"1895";"N";"5105";"576";"1881";"0";"0";"0";"17:53:38";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74268";"DIAMANTE DO SUL";"74268";"DIAMANTE DO SUL";"112";"11";"Prefeito";"2803";"10";"0";"2803";"10";"2650";"153";"N";"2562";"19";"69";"0";"0";"0";"17:53:43";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75558";"FLORESTA";"75558";"FLORESTA";"192";"11";"Prefeito";"5722";"16";"0";"5722";"16";"5315";"407";"N";"5164";"39";"112";"0";"0";"0";"17:24:38";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76554";"KALORÉ";"76554";"KALORÉ";"70";"13";"Vereador";"3841";"14";"0";"3841";"14";"3356";"485";"N";"3025";"75";"58";"198";"0";"0";"17:34:04";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77593";"PÉROLA D OESTE";"77593";"PÉROLA D OESTE";"107";"13";"Vereador";"5419";"23";"2";"5419";"23";"4938";"481";"N";"4338";"49";"318";"233";"0";"0";"18:19:34";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75175";"CONGONHINHAS";"75175";"CONGONHINHAS";"99";"11";"Prefeito";"6953";"21";"1";"6953";"21";"5751";"1202";"N";"5492";"62";"197";"0";"0";"0";"13:41:20";"07/12/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77216";"NOVA ESPERANÇA";"77216";"NOVA ESPERANÇA";"71";"13";"Vereador";"21263";"61";"2";"21263";"61";"16493";"4770";"N";"14285";"735";"591";"882";"0";"0";"17:39:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75639";"FOZ DO IGUAÇU";"75639";"FOZ DO IGUAÇU";"147";"13";"Vereador";"50268";"187";"4";"50268";"187";"45628";"4640";"N";"38334";"2045";"3063";"2186";"0";"0";"12:55:11";"01/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77798";"PORECATU";"77798";"PORECATU";"65";"11";"Prefeito";"9232";"45";"0";"9232";"45";"8603";"629";"N";"8147";"161";"295";"0";"0";"0";"17:34:30";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74950";"CASTRO";"74950";"CASTRO";"16";"13";"Vereador";"52725";"167";"2";"52725";"167";"43383";"9342";"N";"36736";"2663";"1369";"2615";"0";"0";"18:57:19";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74489";"LIDIANÓPOLIS";"74489";"LIDIANÓPOLIS";"152";"11";"Prefeito";"3674";"13";"2";"3674";"13";"3060";"614";"N";"2904";"22";"134";"0";"0";"0";"17:46:53";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74152";"AMAPORÃ";"74152";"AMAPORÃ";"138";"11";"Prefeito";"4095";"12";"0";"4095";"12";"3571";"524";"N";"3411";"39";"121";"0";"0";"0";"17:32:55";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75191";"CONSELHEIRO MAIRINCK";"75191";"CONSELHEIRO MAIRINCK";"79";"11";"Prefeito";"3141";"11";"0";"3141";"11";"2707";"434";"N";"2566";"29";"112";"0";"0";"0";"17:46:27";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79359";"UMUARAMA";"79359";"UMUARAMA";"202";"11";"Prefeito";"34512";"109";"1";"34512";"109";"26289";"8223";"N";"23427";"1105";"1757";"0";"0";"0";"17:52:52";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74799";"CAMPO DO TENENTE";"74799";"CAMPO DO TENENTE";"11";"13";"Vereador";"6169";"18";"0";"6169";"18";"5594";"575";"N";"5214";"55";"71";"254";"0";"0";"17:32:58";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74900";"VENTANIA";"74900";"VENTANIA";"17";"13";"Vereador";"7556";"22";"1";"7556";"22";"6529";"1027";"N";"5977";"99";"96";"357";"0";"0";"13:28:04";"07/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77674";"PIRAÍ DO SUL";"77674";"PIRAÍ DO SUL";"27";"11";"Prefeito";"19221";"61";"0";"19221";"61";"15687";"3534";"N";"6926";"713";"8048";"0";"0";"0";"18:31:24";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75329";"ESPIGÃO ALTO DO IGUAÇU";"75329";"ESPIGÃO ALTO DO IGUAÇU";"163";"13";"Vereador";"4548";"19";"0";"4548";"19";"3964";"584";"N";"3667";"50";"48";"199";"0";"0";"13:21:35";"07/12/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"84654";"DOURADINA";"84654";"DOURADINA";"142";"11";"Prefeito";"6176";"19";"0";"6176";"19";"5448";"728";"N";"5255";"47";"146";"0";"0";"0";"17:33:13";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74012";"ABATIÁ";"74012";"ABATIÁ";"82";"11";"Prefeito";"6078";"24";"0";"6078";"24";"5186";"892";"N";"5031";"44";"111";"0";"0";"0";"17:46:39";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74209";"CAFEZAL DO SUL";"74209";"CAFEZAL DO SUL";"97";"11";"Prefeito";"4042";"14";"0";"4042";"14";"3617";"425";"N";"3538";"26";"53";"0";"0";"0";"17:25:48";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79154";"TELÊMACO BORBA";"79154";"TELÊMACO BORBA";"111";"11";"Prefeito";"50805";"152";"1";"50805";"152";"41062";"9743";"N";"38121";"1183";"1758";"0";"0";"0";"20:42:25";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75590";"FLÓRIDA";"75590";"FLÓRIDA";"150";"13";"Vereador";"2399";"9";"0";"2399";"9";"2191";"208";"N";"2091";"13";"13";"74";"0";"0";"17:24:44";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76392";"JAPIRA";"76392";"JAPIRA";"79";"13";"Vereador";"4261";"15";"0";"4261";"15";"3606";"655";"N";"3257";"56";"107";"186";"0";"0";"18:51:43";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77690";"PIRAQUARA";"77690";"PIRAQUARA";"155";"11";"Prefeito";"56721";"175";"0";"56721";"175";"50945";"5776";"N";"43401";"3454";"4090";"0";"0";"0";"19:28:11";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75515";"FÊNIX";"75515";"FÊNIX";"116";"13";"Vereador";"4158";"14";"1";"4158";"14";"3637";"521";"N";"3347";"19";"73";"198";"0";"0";"18:03:13";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74772";"CAMPINA GRANDE DO SUL";"74772";"CAMPINA GRANDE DO SUL";"195";"13";"Vereador";"28376";"95";"0";"28376";"95";"25851";"2525";"N";"22145";"1154";"1448";"1104";"0";"0";"18:44:32";"30/11/2016"
