"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES";"QT_SECOES_AGREGADAS";"QT_APTOS_TOT";"QT_SECOES_TOT";"QT_COMPARECIMENTO";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_BRANCOS";"QT_VOTOS_NULOS";"QT_VOTOS_LEGENDA";"QT_VOTOS_PENDENTES";"QT_VOTOS_ANULADOS";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74691";"CAMBARÁ";"74691";"CAMBARÁ";"25";"13";"Vereador";"18666";"57";"0";"18666";"57";"14959";"3707";"N";"12833";"451";"745";"930";"0";"0";"17:39:40";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76996";"MATELÂNDIA";"76996";"MATELÂNDIA";"118";"11";"Prefeito";"13021";"37";"0";"13021";"37";"10600";"2421";"N";"10014";"234";"352";"0";"0";"0";"17:53:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76651";"LOBATO";"76651";"LOBATO";"150";"11";"Prefeito";"3883";"13";"0";"3883";"13";"3486";"397";"N";"3383";"23";"80";"0";"0";"0";"17:39:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75850";"GUARAQUEÇABA";"75850";"GUARAQUEÇABA";"6";"11";"Prefeito";"7539";"25";"2";"7539";"25";"6439";"1100";"N";"2932";"73";"154";"0";"0";"3280";"19:11:38";"10/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77631";"PINHALÃO";"77631";"PINHALÃO";"19";"11";"Prefeito";"5688";"18";"0";"5688";"18";"4861";"827";"N";"4691";"28";"142";"0";"0";"0";"17:33:40";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76457";"JARDIM OLINDA";"76457";"JARDIM OLINDA";"91";"11";"Prefeito";"1417";"5";"0";"1417";"5";"1247";"170";"N";"1221";"3";"23";"0";"0";"0";"17:17:01";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79812";"BOA VISTA DA APARECIDA";"79812";"BOA VISTA DA APARECIDA";"165";"11";"Prefeito";"6963";"21";"8";"6963";"21";"6002";"961";"N";"5748";"61";"193";"0";"0";"0";"17:32:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74047";"LINDOESTE";"74047";"LINDOESTE";"143";"13";"Vereador";"4341";"15";"0";"4341";"15";"4108";"233";"N";"3852";"46";"36";"174";"0";"0";"14:30:25";"11/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78930";"SÃO PEDRO DO PARANÁ";"78930";"SÃO PEDRO DO PARANÁ";"85";"13";"Vereador";"2438";"9";"0";"2438";"9";"2159";"279";"N";"1973";"32";"61";"93";"0";"0";"17:17:37";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75990";"INÁCIO MARTINS";"75990";"INÁCIO MARTINS";"34";"13";"Vereador";"8211";"38";"1";"8211";"38";"7254";"957";"N";"6548";"106";"145";"455";"0";"0";"20:32:13";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79774";"FRANCISCO ALVES";"79774";"FRANCISCO ALVES";"97";"11";"Prefeito";"5720";"18";"0";"5720";"18";"4912";"808";"N";"4391";"178";"343";"0";"0";"0";"17:20:21";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78956";"SÃO SEBASTIÃO DA AMOREIRA";"78956";"SÃO SEBASTIÃO DA AMOREIRA";"35";"11";"Prefeito";"7132";"21";"0";"7132";"21";"6120";"1012";"N";"5831";"62";"227";"0";"0";"0";"17:32:54";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79570";"CÉU AZUL";"79570";"CÉU AZUL";"118";"13";"Vereador";"8919";"29";"0";"8919";"29";"7605";"1314";"N";"6915";"162";"140";"388";"0";"0";"17:33:37";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74381";"IGUATU";"74381";"IGUATU";"126";"13";"Vereador";"2036";"8";"0";"2036";"8";"1910";"126";"N";"1805";"16";"19";"70";"0";"0";"17:24:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74128";"ÂNGULO";"74128";"ÂNGULO";"150";"13";"Vereador";"2747";"7";"0";"2747";"7";"2438";"309";"N";"2312";"15";"31";"80";"0";"0";"17:25:20";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75957";"IGUARAÇU";"75957";"IGUARAÇU";"67";"11";"Prefeito";"3716";"10";"0";"3716";"10";"3316";"400";"N";"1672";"32";"1612";"0";"0";"0";"17:33:15";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74241";"CRUZEIRO DO IGUAÇU";"74241";"CRUZEIRO DO IGUAÇU";"115";"11";"Prefeito";"3665";"12";"0";"3665";"12";"3285";"380";"N";"3182";"28";"75";"0";"0";"0";"17:17:34";"03/05/2018"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78590";"SANTO ANTÔNIO DA PLATINA";"78590";"SANTO ANTÔNIO DA PLATINA";"22";"13";"Vereador";"32391";"107";"1";"32391";"107";"26179";"6212";"N";"21902";"1323";"1198";"1756";"0";"0";"18:56:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78590";"SANTO ANTÔNIO DA PLATINA";"78590";"SANTO ANTÔNIO DA PLATINA";"22";"11";"Prefeito";"32391";"107";"1";"32391";"107";"26179";"6212";"N";"20833";"760";"4586";"0";"0";"0";"18:56:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77194";"NOVA CANTU";"77194";"NOVA CANTU";"169";"11";"Prefeito";"5631";"20";"1";"5631";"20";"5340";"291";"N";"5167";"31";"142";"0";"0";"0";"18:13:21";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76171";"ITAPEJARA D OESTE";"76171";"ITAPEJARA D OESTE";"73";"11";"Prefeito";"9095";"26";"0";"9095";"26";"8070";"1025";"N";"7816";"91";"163";"0";"0";"0";"18:41:28";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74934";"CASCAVEL";"74934";"CASCAVEL";"184";"11";"Prefeito";"46080";"147";"2";"46080";"147";"41349";"4731";"N";"37514";"1421";"2414";"0";"0";"0";"13:33:10";"11/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"84654";"DOURADINA";"84654";"DOURADINA";"142";"13";"Vereador";"6176";"19";"0";"6176";"19";"5448";"728";"N";"4974";"78";"148";"248";"0";"0";"17:33:13";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77933";"QUATIGUÁ";"77933";"QUATIGUÁ";"55";"13";"Vereador";"6501";"17";"1";"6501";"17";"5661";"840";"N";"5068";"107";"159";"327";"0";"0";"18:01:25";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75256";"CORNÉLIO PROCÓPIO";"75256";"CORNÉLIO PROCÓPIO";"26";"13";"Vereador";"37691";"114";"3";"37691";"114";"29615";"8076";"N";"25581";"1045";"1333";"1656";"0";"0";"17:47:07";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76910";"MARINGÁ";"76910";"MARINGÁ";"154";"11";"Prefeito";"43772";"136";"4";"43772";"136";"35735";"8037";"N";"32567";"1089";"2079";"0";"0";"0";"16:50:04";"08/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75043";"PINHAIS";"75043";"PINHAIS";"187";"13";"Vereador";"38618";"122";"0";"38618";"122";"35095";"3523";"N";"29793";"1842";"2178";"1282";"0";"0";"18:07:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76694";"LUPIONÓPOLIS";"76694";"LUPIONÓPOLIS";"159";"13";"Vereador";"4179";"14";"0";"4179";"14";"3668";"511";"N";"3372";"39";"61";"196";"0";"0";"17:26:02";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74292";"ARAPOTI";"74292";"ARAPOTI";"164";"11";"Prefeito";"18891";"60";"0";"18891";"60";"15276";"3615";"N";"14258";"372";"646";"0";"0";"0";"18:31:23";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77178";"NOVA AMÉRICA DA COLINA";"77178";"NOVA AMÉRICA DA COLINA";"35";"13";"Vereador";"3285";"12";"0";"3285";"12";"3038";"247";"N";"2835";"26";"71";"106";"0";"0";"13:45:18";"19/12/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74420";"NOVO ITACOLOMI";"74420";"NOVO ITACOLOMI";"179";"11";"Prefeito";"2561";"8";"0";"2561";"8";"2484";"77";"N";"2417";"14";"53";"0";"0";"0";"17:18:49";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79839";"BRAGANEY";"79839";"BRAGANEY";"126";"11";"Prefeito";"4707";"18";"0";"4707";"18";"4180";"527";"N";"4054";"47";"79";"0";"0";"0";"18:13:20";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75434";"DOUTOR CAMARGO";"75434";"DOUTOR CAMARGO";"193";"13";"Vereador";"5016";"17";"0";"5016";"17";"4451";"565";"N";"4038";"81";"118";"214";"0";"0";"17:29:11";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75914";"IBIPORÃ";"75914";"IBIPORÃ";"80";"11";"Prefeito";"39039";"123";"0";"39039";"123";"31725";"7314";"N";"28099";"1274";"2352";"0";"0";"0";"17:34:21";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77453";"PARANAGUÁ";"77453";"PARANAGUÁ";"158";"11";"Prefeito";"46344";"151";"0";"46344";"151";"42389";"3955";"N";"37105";"1860";"3424";"0";"0";"0";"18:07:25";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79430";"WENCESLAU BRAZ";"79430";"WENCESLAU BRAZ";"20";"11";"Prefeito";"15178";"48";"2";"15178";"48";"12246";"2932";"N";"11631";"212";"403";"0";"0";"0";"18:19:15";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75507";"PEROBAL";"75507";"PEROBAL";"142";"13";"Vereador";"5438";"15";"0";"5438";"15";"4677";"761";"N";"4283";"77";"86";"231";"0";"0";"17:53:49";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76112";"ITAGUAJÉ";"76112";"ITAGUAJÉ";"95";"13";"Vereador";"3754";"11";"0";"3754";"11";"3200";"554";"N";"2970";"35";"87";"108";"0";"0";"18:19:16";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77577";"PEABIRU";"77577";"PEABIRU";"74";"13";"Vereador";"10657";"33";"0";"10657";"33";"8542";"2115";"N";"5754";"221";"2220";"347";"0";"0";"17:47:11";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74764";"SANTA LÚCIA";"74764";"SANTA LÚCIA";"165";"11";"Prefeito";"3349";"13";"1";"3349";"13";"2966";"383";"N";"2822";"31";"113";"0";"0";"0";"17:53:49";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"2";"221";"ELEIÇÕES MUNICIPAIS 2016";"30/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"176";"11";"Prefeito";"91882";"299";"0";"91882";"299";"73198";"18684";"N";"61375";"3203";"8620";"0";"0";"0";"18:16:14";"30/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74926";"ALTO PARAÍSO";"74926";"ALTO PARAÍSO";"117";"13";"Vereador";"3176";"11";"0";"3176";"11";"2774";"402";"N";"2614";"17";"31";"112";"0";"0";"17:11:40";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76872";"MARIALVA";"76872";"MARIALVA";"81";"13";"Vereador";"27916";"83";"1";"27916";"83";"23055";"4861";"N";"19939";"1113";"771";"1232";"0";"0";"18:13:40";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74179";"AMPÉRE";"74179";"AMPÉRE";"130";"11";"Prefeito";"13603";"46";"0";"13603";"46";"11838";"1765";"N";"11184";"193";"461";"0";"0";"0";"19:02:04";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79812";"BOA VISTA DA APARECIDA";"79812";"BOA VISTA DA APARECIDA";"165";"13";"Vereador";"6963";"21";"8";"6963";"21";"6002";"961";"N";"5615";"55";"69";"263";"0";"0";"17:32:42";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74594";"BOCAIÚVA DO SUL";"74594";"BOCAIÚVA DO SUL";"48";"13";"Vereador";"8594";"30";"0";"8594";"30";"7735";"859";"N";"6768";"254";"172";"541";"0";"0";"18:22:58";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78212";"RIO BRANCO DO SUL";"78212";"RIO BRANCO DO SUL";"156";"13";"Vereador";"23747";"80";"1";"23747";"80";"22120";"1627";"N";"20124";"528";"334";"1134";"0";"0";"15:02:55";"24/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78492";"SANTA ISABEL DO IVAÍ";"78492";"SANTA ISABEL DO IVAÍ";"94";"13";"Vereador";"7268";"30";"0";"7268";"30";"5925";"1343";"N";"5406";"89";"112";"318";"0";"0";"17:54:28";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78115";"RESERVA";"78115";"RESERVA";"39";"13";"Vereador";"20147";"64";"1";"20147";"64";"16679";"3468";"N";"14643";"472";"435";"1129";"0";"0";"18:26:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78557";"SANTANA DO ITARARÉ";"78557";"SANTANA DO ITARARÉ";"20";"13";"Vereador";"4728";"17";"0";"4728";"17";"4083";"645";"N";"3722";"71";"59";"231";"0";"0";"17:47:05";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75213";"CONTENDA";"75213";"CONTENDA";"10";"13";"Vereador";"11752";"36";"0";"11752";"36";"10865";"887";"N";"9667";"389";"319";"490";"0";"0";"18:00:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74349";"FLOR DA SERRA DO SUL";"74349";"FLOR DA SERRA DO SUL";"140";"11";"Prefeito";"4784";"16";"0";"4784";"16";"4391";"393";"N";"4290";"21";"80";"0";"0";"0";"18:36:13";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79693";"PÉROLA";"79693";"PÉROLA";"135";"13";"Vereador";"8713";"28";"0";"8713";"28";"7374";"1339";"N";"6556";"189";"153";"476";"0";"0";"17:16:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74837";"CAMPO MOURÃO";"74837";"CAMPO MOURÃO";"183";"13";"Vereador";"16612";"58";"5";"16612";"58";"15438";"1174";"N";"13340";"591";"444";"1063";"0";"0";"18:25:44";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76538";"JUSSARA";"76538";"JUSSARA";"149";"11";"Prefeito";"5829";"17";"0";"5829";"17";"5056";"773";"N";"4836";"63";"157";"0";"0";"0";"17:28:15";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79774";"FRANCISCO ALVES";"79774";"FRANCISCO ALVES";"97";"13";"Vereador";"5720";"18";"0";"5720";"18";"4912";"808";"N";"4463";"76";"145";"228";"0";"0";"17:20:21";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"4";"11";"Prefeito";"130338";"394";"0";"130338";"394";"109767";"20571";"N";"95011";"4904";"9852";"0";"0";"0";"18:08:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74152";"AMAPORÃ";"74152";"AMAPORÃ";"138";"13";"Vereador";"4095";"12";"0";"4095";"12";"3571";"524";"N";"3286";"42";"57";"186";"0";"0";"17:32:55";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"79871";"TRÊS BARRAS DO PARANÁ";"79871";"TRÊS BARRAS DO PARANÁ";"166";"11";"Prefeito";"9175";"28";"0";"9175";"28";"8186";"989";"N";"7947";"63";"176";"0";"0";"0";"17:54:41";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76937";"MARIÓPOLIS";"76937";"MARIÓPOLIS";"47";"11";"Prefeito";"5353";"19";"1";"5353";"19";"4839";"514";"N";"4707";"42";"90";"0";"0";"0";"17:24:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76074";"IRATI";"76074";"IRATI";"34";"11";"Prefeito";"44641";"151";"1";"44641";"151";"37063";"7578";"N";"34437";"869";"1757";"0";"0";"0";"20:07:30";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76198";"ITAÚNA DO SUL";"76198";"ITAÚNA DO SUL";"96";"11";"Prefeito";"3271";"12";"0";"3271";"12";"2625";"646";"N";"2496";"38";"91";"0";"0";"0";"17:11:31";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"76414";"JAPURÁ";"76414";"JAPURÁ";"149";"11";"Prefeito";"7168";"23";"0";"7168";"23";"6279";"889";"N";"5798";"138";"343";"0";"0";"0";"17:34:03";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"77496";"PARANAVAÍ";"77496";"PARANAVAÍ";"138";"11";"Prefeito";"19839";"63";"0";"19839";"63";"16004";"3835";"N";"14923";"371";"710";"0";"0";"0";"18:08:01";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78859";"SÃO JOSÉ DOS PINHAIS";"78859";"SÃO JOSÉ DOS PINHAIS";"8";"11";"Prefeito";"46456";"165";"9";"46456";"165";"41976";"4480";"N";"29723";"4080";"8173";"0";"0";"0";"14:10:38";"28/11/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75116";"MANGUEIRINHA";"75116";"MANGUEIRINHA";"168";"13";"Vereador";"14001";"48";"1";"14001";"48";"11835";"2166";"N";"10789";"160";"165";"721";"0";"0";"17:40:50";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74713";"CAMBÉ";"74713";"CAMBÉ";"181";"11";"Prefeito";"36629";"128";"0";"36629";"128";"33255";"3374";"N";"27680";"2151";"3424";"0";"0";"0";"17:46:23";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78298";"RONDON";"78298";"RONDON";"127";"11";"Prefeito";"7515";"24";"0";"7515";"24";"6512";"1003";"N";"6221";"70";"221";"0";"0";"0";"18:31:06";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75361";"FOZ DO JORDÃO";"75361";"FOZ DO JORDÃO";"44";"13";"Vereador";"3879";"15";"0";"3879";"15";"3619";"260";"N";"3381";"31";"70";"137";"0";"0";"18:00:43";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75108";"ARAPUÃ";"75108";"ARAPUÃ";"93";"11";"Prefeito";"3267";"14";"4";"3267";"14";"2926";"341";"N";"2831";"24";"71";"0";"0";"0";"18:19:15";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"74438";"BALSA NOVA";"74438";"BALSA NOVA";"182";"13";"Vereador";"11061";"36";"4";"11061";"36";"10225";"836";"N";"9448";"174";"216";"387";"0";"0";"17:40:44";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"75353";"CURITIBA";"75353";"CURITIBA";"2";"13";"Vereador";"130556";"388";"0";"130556";"388";"109862";"20694";"N";"84375";"8550";"10751";"6186";"0";"0";"18:08:00";"02/10/2016"
"09/02/2020";"00:29:38";"2016";"2";"Eleição Ordinária";"1";"220";"ELEIÇÕES MUNICIPAIS 2016";"02/10/2016";"M";"PR";"78999";"SAPOPEMA";"78999";"SAPOPEMA";"119";"13";"Vereador";"5520";"20";"3";"5520";"20";"4536";"984";"N";"4027";"100";"135";"274";"0";"0";"15:42:03";"09/12/2016"
