"CodEleicao";"Município";"Cargo";"Candidato";"Nr";"Partido";"Situação";"QtVN";"%VV";"UF";
"30";"CURITIBA";"Prefeito";"BRUNO CESAR DESCHAMPS MEIRINHO";"50";"PSOL";"Não eleito";"4.464";"0,44";"PR"
"30";"CURITIBA";"Prefeito";"CARLOS ALBERTO RICHA";"45";"PSDB";"Eleito";"778.514";"77,27";"PR"
"30";"CURITIBA";"Prefeito";"CARLOS AUGUSTO MOREIRA JUNIOR";"15";"PMDB";"Não eleito";"19.157";"1,90";"PR"
"30";"CURITIBA";"Prefeito";"FABIO DE SOUZA CAMARGO";"14";"PTB";"Não eleito";"5.366";"0,53";"PR"
"30";"CURITIBA";"Prefeito";"GLEISI HELENA HOFFMANN";"13";"PT";"Não eleito";"183.027";"18,17";"PR"
"30";"CURITIBA";"Prefeito";"LAURO ANTONIO FERNANDES RODRIGUES";"70";"PT do B";"Não eleito";"888";"0,09";"PR"
"30";"CURITIBA";"Prefeito";"MAURICIO PAULO SILVA FURTADO";"43";"PV";"Não eleito";"8.906";"0,88";"PR"
"30";"CURITIBA";"Prefeito";"RICARDO CRACHINESKI GOMYDE";"65";"PC do B";"Não eleito";"7.187";"0,71";"PR"
"30";"CURITIBA";"Vereador";"ABIGAIL R. SILVA";"12002";"PDT";"Suplente";"205";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ABRÃO THOMAS DA SILVA";"27888";"PSDC";"Não eleito";"311";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ACYR HAFEZ JOSÉ FILHO";"45400";"PSDB";"Suplente";"874";"0,09";"PR"
"30";"CURITIBA";"Vereador";"ADALBERTO IDELBRANDO KOVALIK TRZASKACZ";"13800";"PT";"Suplente";"616";"0,06";"PR"
"30";"CURITIBA";"Vereador";"ADAO RODRIGUES VIEIRA";"40609";"PSB";"Suplente";"411";"0,04";"PR"
"30";"CURITIBA";"Vereador";"ADEL LUIZ YOUSSEF";"27789";"PSDC";"Não eleito";"1.112";"0,12";"PR"
"30";"CURITIBA";"Vereador";"ADELCIO GOMES";"25998";"DEM";"Suplente";"276";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ADELCIO LUIZ MARQUES";"20333";"PSC";"Suplente";"112";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ADELINA DIAS DE ARAUJO AVI";"43077";"PV";"Suplente";"84";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ADEMILSON EDSON DOS SANTOS";"65065";"PC do B";"Não eleito";"53";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ADEMIR DE OLIVEIRA BUENO";"45845";"PSDB";"Suplente";"537";"0,06";"PR"
"30";"CURITIBA";"Vereador";"ADEMIR VOLPATO GESSER";"13013";"PT";"Suplente";"1.677";"0,17";"PR"
"30";"CURITIBA";"Vereador";"ADENIVAL ALVES GOMES";"13611";"PT";"Suplente";"3.368";"0,35";"PR"
"30";"CURITIBA";"Vereador";"ADENOR MANOEL DOS REIS";"13200";"PT";"Suplente";"179";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ADILSON ALVES LEANDRO";"20020";"PSC";"Suplente";"2.367";"0,25";"PR"
"30";"CURITIBA";"Vereador";"ADILSON SILVA DOS SANTOS";"20613";"PSC";"Suplente";"263";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ADSON FRANCO CAMPELO";"15610";"PMDB";"Suplente";"331";"0,03";"PR"
"30";"CURITIBA";"Vereador";"AFONSO MAZUR";"13456";"PT";"Suplente";"159";"0,02";"PR"
"30";"CURITIBA";"Vereador";"AGENOR DA SILVA PEREIRA";"17970";"PSL";"Suplente";"1.914";"0,20";"PR"
"30";"CURITIBA";"Vereador";"AGOSTINHO CREPLIVE FILHO";"25300";"DEM";"Suplente";"3.217";"0,33";"PR"
"30";"CURITIBA";"Vereador";"AGOSTINHO LOPES SANTANA";"23444";"PPS";"Suplente";"380";"0,04";"PR"
"30";"CURITIBA";"Vereador";"AIRTON SPECK";"43188";"PV";"Suplente";"427";"0,04";"PR"
"30";"CURITIBA";"Vereador";"ALADIM LUCIANO";"43333";"PV";"Eleito";"6.315";"0,65";"PR"
"30";"CURITIBA";"Vereador";"ALCEU BAPTISTA DE CAMPOS";"31333";"PHS";"Suplente";"337";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ALCIMAR CICERO ARRUDA";"23007";"PPS";"Suplente";"674";"0,07";"PR"
"30";"CURITIBA";"Vereador";"ALCIONE CARATCHUK";"17025";"PSL";"Suplente";"30";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ALDEMIR JOAO MANFRON";"11234";"PP";"Eleito";"10.180";"1,05";"PR"
"30";"CURITIBA";"Vereador";"ALEIDA BITTENCOURT MARTINS";"10610";"PRB";"Suplente";"118";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ALESSANDRA SCHLEDER";"23203";"PPS";"Suplente";"191";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ALESSANDRO ADELINO OTTO";"13513";"PT";"Suplente";"647";"0,07";"PR"
"30";"CURITIBA";"Vereador";"ALEX GOMES DE OLIVEIRA";"17555";"PSL";"Suplente";"29";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ALEX SANDRO PRESTES";"10987";"PRB";"Suplente";"97";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ALEX WINGERT CORREA";"23033";"PPS";"Suplente";"1.879";"0,19";"PR"
"30";"CURITIBA";"Vereador";"ALEXANDRE RIBEIRO DOMINGUES";"10100";"PRB";"Suplente";"84";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ALFEO LUIZ CAPPELLARI";"13511";"PT";"Suplente";"187";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ALFREDO GONEVINO COSTA FILHO";"14141";"PTB";"Não eleito";"8";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ALFREDO HELITON DE LEMOS";"20200";"PSC";"Suplente";"1.073";"0,11";"PR"
"30";"CURITIBA";"Vereador";"ALGACI ORMARIO TULIO";"15140";"PMDB";"Eleito";"4.084";"0,42";"PR"
"30";"CURITIBA";"Vereador";"ALGACIR MILTON OZIR RIBEIRO";"17190";"PSL";"Suplente";"42";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ALICINO SARAIVA";"40656";"PSB";"Suplente";"542";"0,06";"PR"
"30";"CURITIBA";"Vereador";"ALISTELIA GONÇALVES DOS SANTOS";"15255";"PMDB";"Suplente";"117";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ALTAIR DEZONET ATHAYDE";"23315";"PPS";"Suplente";"286";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ALTAMIR MARTINS ALVES";"33221";"PMN";"Não eleito";"49";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ALTEMIR GILSON MARINHO";"25880";"DEM";"Suplente";"784";"0,08";"PR"
"30";"CURITIBA";"Vereador";"ALUS NATAL ALESSI";"11211";"PP";"Suplente";"266";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ALVARO JOSÉ BATISTA";"12292";"PDT";"Suplente";"69";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ÁLVARO LIBER TORRES DE CAMPOS";"43999";"PV";"Suplente";"230";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ALZIMARA CABREIRA FRAGA BACELLAR";"15202";"PMDB";"Suplente";"1.655";"0,17";"PR"
"30";"CURITIBA";"Vereador";"AMABILON DALCOMUNI";"23045";"PPS";"Suplente";"453";"0,05";"PR"
"30";"CURITIBA";"Vereador";"AMADEU LUIZ DE MIO GEARA";"43222";"PV";"Suplente";"2.216";"0,23";"PR"
"30";"CURITIBA";"Vereador";"AMAURI DE JESUS PEREIRA";"27000";"PSDC";"Não eleito";"1.583";"0,16";"PR"
"30";"CURITIBA";"Vereador";"AMILTON ANTUNES DE OLIVEIRA";"43030";"PV";"Suplente";"1.014";"0,11";"PR"
"30";"CURITIBA";"Vereador";"ANA CAROLINA LEINIG SELEME KEHRIG";"43123";"PV";"Suplente";"2.724";"0,28";"PR"
"30";"CURITIBA";"Vereador";"ANA CRISTINA DE SOUZA POLICARPO";"40077";"PSB";"Suplente";"75";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ANA MARIA INÁCIO LÚCIO";"40772";"PSB";"Suplente";"1";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ANA PAULA MORAES BADARO RUIZ";"25500";"DEM";"Suplente";"1.141";"0,12";"PR"
"30";"CURITIBA";"Vereador";"ANA REGINA DE CARVALHO PINTO";"40255";"PSB";"Suplente";"1.174";"0,12";"PR"
"30";"CURITIBA";"Vereador";"ANA TERESA MORAES DOS SANTOS";"33633";"PMN";"Não eleito";"739";"0,08";"PR"
"30";"CURITIBA";"Vereador";"ANATÓLIO NOVAES DA SILVA";"12136";"PDT";"Suplente";"192";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ANDRÁS KAROLY VÖRÖS";"43000";"PV";"Suplente";"240";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ANDRE GERONIMO LAZAROTTO";"45789";"PSDB";"Suplente";"1.148";"0,12";"PR"
"30";"CURITIBA";"Vereador";"ANDRE GIRARDI";"12020";"PDT";"Suplente";"2.500";"0,26";"PR"
"30";"CURITIBA";"Vereador";"ANDRÉ LUIZ MACIAS";"65021";"PC do B";"Não eleito";"2.015";"0,21";"PR"
"30";"CURITIBA";"Vereador";"ANDRE RAPHY PARUCKER E SILVA FRITZ";"70070";"PT do B";"Não eleito";"103";"0,01";"PR"
"30";"CURITIBA";"Vereador";"ANGELA MARIA FLORES CORREA";"23330";"PPS";"Suplente";"154";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ANGELO BATISTA";"11111";"PP";"Suplente";"4.650";"0,48";"PR"
"30";"CURITIBA";"Vereador";"ANÍSIO LUIZ MOHR";"40555";"PSB";"Suplente";"1.301";"0,13";"PR"
"30";"CURITIBA";"Vereador";"ANSELMO MOCHI";"12360";"PDT";"Suplente";"28";"0,00";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO ATILIO GOMES";"15106";"PMDB";"Suplente";"154";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO BRASIL DOS SANTOS";"45688";"PSDB";"Suplente";"477";"0,05";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO CARLOS DA SILVA FIGUEIREDO";"43200";"PV";"Suplente";"1.698";"0,18";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO CARLOS DO CARMO";"12300";"PDT";"Suplente";"4.645";"0,48";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO CARLOS DO NASCIMENTO";"43011";"PV";"Suplente";"1.381";"0,14";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO CARLOS MAGNO";"20515";"PSC";"Suplente";"236";"0,02";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO DE SOUZA";"17657";"PSL";"Suplente";"503";"0,05";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO KAMISIMA";"25613";"DEM";"Suplente";"346";"0,04";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO LOURIVAL MELINK";"19019";"PTN";"Suplente";"274";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO MAURÍCIO BUENO";"10999";"PRB";"Suplente";"248";"0,03";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO NERY RODRIGUES DA SILVA";"33003";"PMN";"Não eleito";"341";"0,04";"PR"
"30";"CURITIBA";"Vereador";"ANTONIO PROCOPIAK NETO";"27027";"PSDC";"Não eleito";"1.388";"0,14";"PR"
"30";"CURITIBA";"Vereador";"APARECIDA NEIDE VIEIRA MOTA";"11345";"PP";"Suplente";"242";"0,03";"PR"
"30";"CURITIBA";"Vereador";"APARECIDO CUSTÓDIO DA SILVA";"22660";"PR";"Suplente";"3.395";"0,35";"PR"
"30";"CURITIBA";"Vereador";"APARECIDO DA CONCEIÇÃO";"27456";"PSDC";"Não eleito";"209";"0,02";"PR"
