"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"";"PR";"CURITIBA";"Vereador";"15.155";"ALISTELIA GONÇALVES DOS SANTOS";"PMDB";"Suplente";"91";"0,010"
"";"PR";"CURITIBA";"Vereador";"15.106";"ANTONIO ATILIO GOMES";"PMDB";"Suplente";"89";"0,010"
"";"PR";"CURITIBA";"Vereador";"15.500";"RICARDO TOSI";"PMDB";"Suplente";"83";"0,009"
"";"PR";"CURITIBA";"Vereador";"15.215";"PAULO CESAR LANGER";"PMDB";"Suplente";"81";"0,009"
"";"PR";"CURITIBA";"Vereador";"15.131";"DIRCE MARTINS DA SILVA";"PMDB";"Suplente";"72";"0,008"
"";"PR";"CURITIBA";"Vereador";"15.425";"GILBERTO WILSENSKI";"PMDB";"Suplente";"56";"0,006"
"";"PR";"CURITIBA";"Vereador";"15.551";"ALYSSON LUIS DONAISKI";"PMDB";"Suplente";"40";"0,004"
"";"PR";"CURITIBA";"Vereador";"15.001";"JUSSARA APARECIDA RUTESKI FISCHER";"PMDB";"Suplente";"39";"0,004"
"";"PR";"CURITIBA";"Vereador";"15.715";"ENDY PAULO CHAVES";"PMDB";"Suplente";"39";"0,004"
"";"PR";"CURITIBA";"Vereador";"15.890";"MARISA LIPINSKI DA FONSECA";"PMDB";"Não eleito";"0";"0,000"
"";"PR";"CURITIBA";"Vereador";"15.003";"NADIA ABADIE ALEIXO";"PMDB";"Não eleito";"0";"0,000"
"";"PR";"CURITIBA";"Vereador";"15.191";"GUIOMAR UNGARETI COSTA";"PMDB";"Não eleito";"0";"0,000"
"";"PR";"CURITIBA";"Vereador";"15.002";"KELY RENATA DOS SANTOS";"PMDB";"Não eleito";"0";"0,000"
"";"PR";"CURITIBA";"Vereador";"15.100";"MARCIO ALVES VELOZO";"PMDB";"Não eleito";"0";"0,000"
"";"PR";"CURITIBA";"Vereador";"11.500";"ANTONIO CARLOS DO CARMO";"PP";"Eleito por QP";"9.966";"1,095"
"";"PR";"CURITIBA";"Vereador";"11.234";"ALDEMIR JOÃO MANFRON";"PP";"Eleito por QP";"7.576";"0,832"
"";"PR";"CURITIBA";"Vereador";"11.200";"THIAGO KRONIT FERRO";"PP";"Suplente";"5.762";"0,633"
"";"PR";"CURITIBA";"Vereador";"11.669";"RICARDO DE OLIVEIRA MELLO";"PP";"Suplente";"4.060";"0,446"
"";"PR";"CURITIBA";"Vereador";"11.511";"JULIANO BORGHETTI";"PP";"Suplente";"3.809";"0,418"
"";"PR";"CURITIBA";"Vereador";"11.004";"JOÃO EMÍLIO SILVA";"PP";"Suplente";"2.680";"0,294"
"";"PR";"CURITIBA";"Vereador";"11.300";"LUIZ FERNANDO CORRÊA";"PP";"Suplente";"1.843";"0,202"
"";"PR";"CURITIBA";"Vereador";"11.033";"PEDRO RODRIGO DE ANDRADE";"PP";"Suplente";"1.804";"0,198"
"";"PR";"CURITIBA";"Vereador";"11.000";"CELESTINO ALVES DE SOUSA NETTO";"PP";"Suplente";"1.582";"0,174"
"";"PR";"CURITIBA";"Vereador";"11.111";"DANIEL CORDEIRO";"PP";"Suplente";"1.356";"0,149"
"";"PR";"CURITIBA";"Vereador";"11.456";"RUBENS ALVES DE CHAVES";"PP";"Suplente";"1.206";"0,132"
"";"PR";"CURITIBA";"Vereador";"11.555";"MARIA SILVANÍ ARAUJO GONÇALVES";"PP";"Suplente";"1.160";"0,127"
"";"PR";"CURITIBA";"Vereador";"11.888";"SERGIO MARIO CAPORASSO";"PP";"Suplente";"874";"0,096"
"";"PR";"CURITIBA";"Vereador";"11.236";"GEOVANE CIESIELSKI";"PP";"Suplente";"871";"0,096"
"";"PR";"CURITIBA";"Vereador";"11.666";"LOURIVAL BATISTA";"PP";"Suplente";"863";"0,095"
"";"PR";"CURITIBA";"Vereador";"11.125";"CELSO GARCIA DA SILVA";"PP";"Suplente";"696";"0,076"
"";"PR";"CURITIBA";"Vereador";"11.052";"MARIA DO SOCORRO ALMEIDA ROSA";"PP";"Suplente";"635";"0,070"
"";"PR";"CURITIBA";"Vereador";"11.001";"REINALDO PIRES DE OLIVEIRA";"PP";"Suplente";"588";"0,065"
"";"PR";"CURITIBA";"Vereador";"11.411";"MIGUEL SANDOR SZOLLOSI";"PP";"Suplente";"584";"0,064"
"";"PR";"CURITIBA";"Vereador";"11.720";"ANDRE LUIS DE ANDRADE NUNES";"PP";"Suplente";"522";"0,057"
"";"PR";"CURITIBA";"Vereador";"11.611";"ZAQUEU FERNANDES DE ALMEIDA";"PP";"Suplente";"499";"0,055"
"";"PR";"CURITIBA";"Vereador";"11.222";"MARIA ISABEL CARREIRA";"PP";"Suplente";"485";"0,053"
"";"PR";"CURITIBA";"Vereador";"11.280";"SELVINO VAZ DE QUADROS";"PP";"Suplente";"427";"0,047"
"";"PR";"CURITIBA";"Vereador";"11.470";"REGINA FARIA GOMES";"PP";"Suplente";"391";"0,043"
"";"PR";"CURITIBA";"Vereador";"11.777";"KLEBER SCHONEWEG WOLF";"PP";"Suplente";"368";"0,040"
"";"PR";"CURITIBA";"Vereador";"11.333";"JOSMAR FERRAZ";"PP";"Suplente";"326";"0,036"
"";"PR";"CURITIBA";"Vereador";"11.789";"LUIZ CARLOS DOBJANSKI";"PP";"Suplente";"312";"0,034"
"";"PR";"CURITIBA";"Vereador";"11.211";"MONICA VIEIRA BRETAS";"PP";"Suplente";"293";"0,032"
"";"PR";"CURITIBA";"Vereador";"11.444";"MAURICIO DANIEL COSTA";"PP";"Suplente";"259";"0,028"
"";"PR";"CURITIBA";"Vereador";"11.133";"LUIZ CARLOS CONCEIÇÃO";"PP";"Suplente";"238";"0,026"
"";"PR";"CURITIBA";"Vereador";"11.123";"FRANCISCO MOREIRA DE LIMA JUNIOR";"PP";"Suplente";"229";"0,025"
"";"PR";"CURITIBA";"Vereador";"11.011";"ÁLVARO NICOLI JUNIOR";"PP";"Suplente";"195";"0,021"
"";"PR";"CURITIBA";"Vereador";"11.012";"MARCIA ALVES MARTINS";"PP";"Suplente";"182";"0,020"
"";"PR";"CURITIBA";"Vereador";"11.021";"RUBENS MACHUCA";"PP";"Suplente";"159";"0,017"
"";"PR";"CURITIBA";"Vereador";"11.877";"IVONETE LUIZ DA SILVEIRA EUZÉBIO";"PP";"Suplente";"155";"0,017"
"";"PR";"CURITIBA";"Vereador";"11.610";"VANDUIR RODRIGUES MUNIZ";"PP";"Suplente";"142";"0,016"
"";"PR";"CURITIBA";"Vereador";"11.311";"CARLOS DE MORAES XAVIER";"PP";"Suplente";"140";"0,015"
"";"PR";"CURITIBA";"Vereador";"11.117";"EDVILSON DIAS DO NASCIMENTO";"PP";"Suplente";"138";"0,015"
"";"PR";"CURITIBA";"Vereador";"11.075";"LUIZ ANTONIO RODRIGUES";"PP";"Suplente";"134";"0,015"
"";"PR";"CURITIBA";"Vereador";"11.599";"JOÃO MARIA SANTOS FILHO";"PP";"Suplente";"128";"0,014"
"";"PR";"CURITIBA";"Vereador";"11.008";"PRISCILA SANTOS";"PP";"Suplente";"108";"0,012"
"";"PR";"CURITIBA";"Vereador";"11.613";"JOEL DE OLIVEIRA REIKDAL";"PP";"Suplente";"100";"0,011"
"";"PR";"CURITIBA";"Vereador";"11.171";"EVALDO VICTOR DE OLIVEIRA";"PP";"Suplente";"83";"0,009"
"";"PR";"CURITIBA";"Vereador";"11.115";"ELISÂNGELA DA SILVA";"PP";"Suplente";"31";"0,003"
"";"PR";"CURITIBA";"Vereador";"11.616";"CENIRA DE FÁTIMA HIRT";"PP";"Suplente";"19";"0,002"
"";"PR";"CURITIBA";"Vereador";"11.016";"CHRISTIANE HIRT DE SOUZA";"PP";"Suplente";"4";"0,000"
"";"PR";"CURITIBA";"Vereador";"11.213";"ELEN VAZ";"PP";"Suplente";"3";"0,000"
"";"PR";"CURITIBA";"Vereador";"54.054";"CAROLINA RIBAS E SILVA";"PPL";"Não eleito";"240";"0,026"
"";"PR";"CURITIBA";"Vereador";"54.321";"ADRIANO AUGUSTO DA CRUZ";"PPL";"Não eleito";"231";"0,025"
"";"PR";"CURITIBA";"Vereador";"23.123";"HELIO RENATO WIRBISKI";"PPS";"Eleito por QP";"7.728";"0,849"
"";"PR";"CURITIBA";"Vereador";"23.011";"PAULO ROBERTO RINK";"PPS";"Eleito por QP";"5.625";"0,618"
"";"PR";"CURITIBA";"Vereador";"23.023";"JOSE MARIA ALVES PEREIRA";"PPS";"Eleito por média";"5.333";"0,586"
"";"PR";"CURITIBA";"Vereador";"23.010";"RENATA EITELWEIN BUENO";"PPS";"Suplente";"4.791";"0,526"
"";"PR";"CURITIBA";"Vereador";"23.500";"NILSON SALES";"PPS";"Suplente";"4.306";"0,473"
"";"PR";"CURITIBA";"Vereador";"23.000";"DIOGO NASCIMENTO BUSSE";"PPS";"Suplente";"4.240";"0,466"
"";"PR";"CURITIBA";"Vereador";"23.900";"CARLOS MAURO BOBATO";"PPS";"Suplente";"3.455";"0,379"
"";"PR";"CURITIBA";"Vereador";"23.555";"OSCALINO DE MELO";"PPS";"Suplente";"2.758";"0,303"
"";"PR";"CURITIBA";"Vereador";"23.100";"ELAINE ESMANHOTTO BARETA";"PPS";"Suplente";"2.614";"0,287"
"";"PR";"CURITIBA";"Vereador";"23.333";"GREGORY SCHOEMBAKLA SLAVIERO BUNN";"PPS";"Suplente";"2.113";"0,232"
"";"PR";"CURITIBA";"Vereador";"23.133";"SONIA BRUSCH";"PPS";"Suplente";"2.001";"0,220"
"";"PR";"CURITIBA";"Vereador";"23.330";"RENATO BAGGIO BERBICZ";"PPS";"Suplente";"1.361";"0,149"
"";"PR";"CURITIBA";"Vereador";"23.611";"JOSE PEREIRA LIMA";"PPS";"Suplente";"1.355";"0,149"
"";"PR";"CURITIBA";"Vereador";"23.400";"ALAOR VALENTE TAVARES";"PPS";"Suplente";"1.337";"0,147"
"";"PR";"CURITIBA";"Vereador";"23.515";"JULIANO BATISTA RABELO";"PPS";"Suplente";"1.215";"0,133"
"";"PR";"CURITIBA";"Vereador";"23.003";"JOSE WANDERLEI LOPES";"PPS";"Suplente";"964";"0,106"
"";"PR";"CURITIBA";"Vereador";"23.280";"EDVIN PIO RIGOTTI";"PPS";"Suplente";"962";"0,106"
"";"PR";"CURITIBA";"Vereador";"23.213";"ARISTIDES BUENO FILHO";"PPS";"Suplente";"921";"0,101"
"";"PR";"CURITIBA";"Vereador";"23.190";"LUIZ CARLOS DE LIMA";"PPS";"Suplente";"914";"0,100"
"";"PR";"CURITIBA";"Vereador";"23.125";"FRANCISCO GILSONIR MOREIRA";"PPS";"Suplente";"651";"0,071"
"";"PR";"CURITIBA";"Vereador";"23.020";"PAULO CESAR VELOSO";"PPS";"Suplente";"553";"0,061"
"";"PR";"CURITIBA";"Vereador";"23.223";"IVAIR LUIZ CABRAL";"PPS";"Suplente";"484";"0,053"
"";"PR";"CURITIBA";"Vereador";"23.200";"ILSON APARECIDO ESTEFANI";"PPS";"Suplente";"454";"0,050"
"";"PR";"CURITIBA";"Vereador";"23.026";"SIDNEY COSTA";"PPS";"Suplente";"433";"0,048"
"";"PR";"CURITIBA";"Vereador";"23.456";"FERNANDO LINO DA SILVA";"PPS";"Suplente";"426";"0,047"
"";"PR";"CURITIBA";"Vereador";"23.789";"BERNARDINO ROBERTO DE CARVALHO";"PPS";"Suplente";"349";"0,038"
"";"PR";"CURITIBA";"Vereador";"23.156";"MARCELO CORDEIRO ALVES PINTO";"PPS";"Suplente";"334";"0,037"
"";"PR";"CURITIBA";"Vereador";"23.021";"APARECIDO HERNANDEZ DEL MAZO";"PPS";"Suplente";"314";"0,034"
"";"PR";"CURITIBA";"Vereador";"23.322";"LUIZ CARLOS BOHNEN";"PPS";"Suplente";"290";"0,032"
"";"PR";"CURITIBA";"Vereador";"23.012";"CLAUDIO CARDOSO DA SILVA";"PPS";"Suplente";"277";"0,030"
"";"PR";"CURITIBA";"Vereador";"23.007";"ANA MARIA NACHORNIK";"PPS";"Suplente";"275";"0,030"
"";"PR";"CURITIBA";"Vereador";"23.351";"MANOEL NERY GIL";"PPS";"Suplente";"272";"0,030"
