"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"Última totalização: 04/06/2013 - 17:28:54";"PR";"CURITIBA";"Prefeito";"12";"GUSTAVO BONATO FRUET";"PDT";"Eleito";"597.200";"60,649"
"";"PR";"CURITIBA";"Prefeito";"20";"CARLOS ROBERTO MASSA JUNIOR";"PSC";"Não eleito";"387.483";"39,351"
